pnr_id,company_id,flight_number,scheduled_departure_date_local,passenger_count,special_service_requests,meal_preference,wheelchair_assistance,unaccompanied_minor,pet_travel,group_booking
PNR01130,UA,1290,2024-01-24,2,1,Vegetarian,0,0,0,0
PNR01131,UA,1290,2024-01-24,5,2,Standard,0,0,0,1
PNR01132,UA,1290,2024-01-24,3,0,Vegan,0,0,0,0
PNR01133,UA,1290,2024-01-24,6,2,Vegetarian,0,0,0,0
PNR01134,UA,1290,2024-01-24,3,2,Kosher,0,0,0,0
PNR01135,UA,1290,2024-01-24,6,4,Diabetic,0,0,0,0
PNR01136,UA,1291,2024-01-24,6,4,Standard,1,0,0,0
PNR01137,UA,1291,2024-01-24,1,2,Vegetarian,0,0,0,0
PNR01138,UA,1291,2024-01-24,6,4,Standard,0,0,0,0
PNR01139,UA,1291,2024-01-24,4,0,Low-Sodium,0,0,0,0
PNR01140,UA,1291,2024-01-24,5,0,Kosher,0,0,0,1
PNR01141,UA,1291,2024-01-24,5,3,Diabetic,0,0,0,0
PNR01142,UA,1300,2024-01-25,1,0,Diabetic,0,0,0,0
PNR01143,UA,1300,2024-01-25,3,1,Standard,0,1,0,0
PNR01144,UA,1300,2024-01-25,4,1,Diabetic,0,0,0,1
PNR01145,UA,1300,2024-01-25,4,4,Low-Sodium,0,0,0,0
PNR01146,UA,1300,2024-01-25,6,3,Vegetarian,0,0,0,1
PNR01147,UA,1300,2024-01-25,2,4,Diabetic,0,0,0,0
PNR01148,UA,1300,2024-01-25,6,1,Vegan,0,0,0,0
PNR01149,UA,1300,2024-01-25,1,1,Diabetic,0,0,0,0
PNR01150,UA,1301,2024-01-25,2,2,Vegan,0,0,0,0
PNR01151,UA,1301,2024-01-25,3,0,Halal,0,0,0,0
PNR01152,UA,1301,2024-01-25,6,1,Diabetic,0,0,0,0
PNR01153,UA,1301,2024-01-25,1,2,Vegetarian,0,0,0,0
PNR01154,UA,1301,2024-01-25,4,1,Vegetarian,0,0,0,0
PNR01155,UA,1302,2024-01-25,1,2,Low-Sodium,0,0,0,0
PNR01156,UA,1302,2024-01-25,1,3,Diabetic,0,0,0,0
PNR01157,UA,1302,2024-01-25,6,3,Vegan,1,0,0,0
PNR01158,UA,1302,2024-01-25,3,2,Halal,0,0,0,0
PNR01159,UA,1302,2024-01-25,5,2,Vegan,0,0,0,0
PNR01160,UA,1302,2024-01-25,5,1,Vegetarian,1,0,0,0
PNR01161,UA,1302,2024-01-25,2,2,Halal,0,0,0,0
PNR01162,UA,1303,2024-01-25,2,0,Standard,0,0,0,0
PNR01163,UA,1303,2024-01-25,1,4,Diabetic,0,0,0,0
PNR01164,UA,1303,2024-01-25,5,2,Halal,0,0,0,0
PNR01165,UA,1303,2024-01-25,1,4,Low-Sodium,1,0,0,0
PNR01166,UA,1303,2024-01-25,3,3,Gluten-Free,1,0,0,0
PNR01167,UA,1303,2024-01-25,2,4,Vegetarian,0,0,0,0
PNR01168,UA,1303,2024-01-25,5,2,Diabetic,0,0,0,0
PNR01169,UA,1304,2024-01-25,2,3,Vegan,0,0,0,0
PNR01170,UA,1304,2024-01-25,6,1,Standard,1,1,0,0
PNR01171,UA,1304,2024-01-25,6,1,Vegan,0,0,0,0
PNR01172,UA,1304,2024-01-25,6,0,Low-Sodium,1,0,0,1
PNR01173,UA,1304,2024-01-25,5,1,Low-Sodium,0,0,0,0
PNR01174,UA,1304,2024-01-25,2,4,Vegan,0,0,0,0
PNR01175,UA,1304,2024-01-25,4,4,Standard,0,0,0,1
PNR01176,UA,1305,2024-01-25,4,1,Kosher,0,0,0,1
PNR01177,UA,1305,2024-01-25,2,2,Standard,0,1,0,0
PNR01178,UA,1305,2024-01-25,4,0,Gluten-Free,0,0,0,0
PNR01179,UA,1305,2024-01-25,2,3,Standard,0,0,0,0
PNR01180,UA,1305,2024-01-25,5,2,Kosher,0,0,0,0
PNR01181,UA,1305,2024-01-25,6,0,Low-Sodium,0,0,0,1
PNR01182,UA,1305,2024-01-25,5,2,Vegetarian,0,0,0,0
PNR01183,UA,1306,2024-01-25,1,1,Low-Sodium,0,0,0,0
PNR01184,UA,1306,2024-01-25,3,0,Gluten-Free,0,0,0,0
PNR01185,UA,1306,2024-01-25,1,4,Vegetarian,0,0,0,0
PNR01186,UA,1306,2024-01-25,2,4,Gluten-Free,0,1,0,0
PNR01187,UA,1306,2024-01-25,4,4,Low-Sodium,1,0,0,1
PNR01188,UA,1306,2024-01-25,4,3,Kosher,0,0,0,0
PNR01189,UA,1306,2024-01-25,2,1,Low-Sodium,0,0,0,0
PNR01190,UA,1307,2024-01-25,5,0,Kosher,0,0,0,1
PNR01191,UA,1307,2024-01-25,3,2,Diabetic,0,0,0,0
PNR01192,UA,1307,2024-01-25,1,3,Kosher,0,0,0,0
PNR01193,UA,1307,2024-01-25,5,1,Halal,0,0,0,1
PNR01194,UA,1307,2024-01-25,1,3,Vegetarian,0,0,0,0
PNR01195,UA,1307,2024-01-25,2,1,Vegan,0,0,0,0
PNR01196,UA,1307,2024-01-25,5,1,Diabetic,0,0,0,0
PNR01197,UA,1307,2024-01-25,4,4,Standard,0,0,0,0
PNR01198,UA,1308,2024-01-25,2,2,Standard,0,0,0,0
PNR01199,UA,1308,2024-01-25,1,3,Halal,0,0,0,0
PNR01200,UA,1308,2024-01-25,1,4,Vegetarian,0,0,0,0
PNR01201,UA,1308,2024-01-25,1,3,Kosher,0,0,0,0
PNR01202,UA,1308,2024-01-25,5,3,Vegan,0,0,0,1
PNR01203,UA,1308,2024-01-25,5,3,Vegetarian,0,0,0,1
PNR01204,UA,1308,2024-01-25,6,2,Halal,0,0,0,0
PNR01205,UA,1308,2024-01-25,3,1,Low-Sodium,0,0,0,0
PNR01206,UA,1309,2024-01-25,4,2,Halal,0,0,0,0
PNR01207,UA,1309,2024-01-25,1,3,Vegetarian,0,0,0,0
PNR01208,UA,1309,2024-01-25,1,3,Halal,0,0,0,0
PNR01209,UA,1309,2024-01-25,5,2,Gluten-Free,0,0,0,0
PNR01210,UA,1309,2024-01-25,4,0,Vegan,0,0,0,1
PNR01211,UA,1309,2024-01-25,3,2,Standard,0,0,0,0
PNR01212,UA,1309,2024-01-25,1,2,Vegan,0,0,0,0
PNR01213,UA,1310,2024-01-25,4,4,Vegetarian,1,1,0,1
PNR01214,UA,1310,2024-01-25,4,0,Standard,0,0,0,0
PNR01215,UA,1310,2024-01-25,1,1,Vegetarian,0,0,0,0
PNR01216,UA,1310,2024-01-25,1,1,Gluten-Free,0,0,0,0
PNR01217,UA,1310,2024-01-25,6,2,Low-Sodium,1,0,0,1
PNR01218,UA,1310,2024-01-25,5,1,Low-Sodium,0,0,0,0
PNR01219,UA,1310,2024-01-25,4,1,Vegetarian,0,0,0,1
PNR01220,UA,1310,2024-01-25,2,1,Vegetarian,0,0,1,0
PNR01221,UA,1311,2024-01-25,5,0,Vegetarian,1,0,0,0
PNR01222,UA,1311,2024-01-25,6,4,Vegan,0,0,0,0
PNR01223,UA,1311,2024-01-25,1,4,Diabetic,0,0,0,0
PNR01224,UA,1312,2024-01-25,5,3,Kosher,0,0,0,0
PNR01225,UA,1312,2024-01-25,1,2,Standard,0,0,0,0
PNR01226,UA,1312,2024-01-25,6,0,Kosher,0,0,0,1
PNR01227,UA,1312,2024-01-25,1,3,Gluten-Free,0,0,0,0
PNR01228,UA,1312,2024-01-25,5,0,Vegetarian,0,0,0,0
PNR01229,UA,1312,2024-01-25,5,1,Low-Sodium,0,0,0,1
PNR01230,UA,1312,2024-01-25,4,0,Vegan,0,0,0,0
PNR01231,UA,1313,2024-01-25,4,4,Standard,1,0,0,0
PNR01232,UA,1313,2024-01-25,2,3,Kosher,0,0,0,0
PNR01233,UA,1313,2024-01-25,6,3,Vegetarian,0,0,0,0
PNR01234,UA,1313,2024-01-25,2,1,Diabetic,0,0,0,0
PNR01235,UA,1313,2024-01-25,4,4,Kosher,1,0,0,0
PNR01236,UA,1313,2024-01-25,6,2,Standard,0,0,0,0
PNR01237,UA,1313,2024-01-25,5,4,Gluten-Free,0,0,0,0
PNR01238,UA,1313,2024-01-25,4,0,Kosher,0,0,0,0
PNR01239,UA,1314,2024-01-25,3,2,Vegan,1,0,0,0
PNR01240,UA,1314,2024-01-25,6,1,Gluten-Free,1,0,0,0
PNR01241,UA,1314,2024-01-25,6,1,Vegan,0,0,0,0
PNR01242,UA,1314,2024-01-25,5,2,Standard,0,0,0,0
PNR01243,UA,1314,2024-01-25,5,2,Low-Sodium,0,0,0,0
PNR01244,UA,1314,2024-01-25,4,4,Standard,0,0,0,0
PNR01245,UA,1315,2024-01-25,4,3,Vegetarian,0,0,0,1
PNR01246,UA,1315,2024-01-25,1,4,Halal,0,0,0,0
PNR01247,UA,1315,2024-01-25,3,4,Standard,0,0,0,0
PNR01248,UA,1315,2024-01-25,1,0,Halal,0,0,0,0
PNR01249,UA,1315,2024-01-25,2,2,Standard,0,0,0,0
PNR01250,UA,1315,2024-01-25,4,0,Vegetarian,0,0,1,0
PNR01251,UA,1316,2024-01-25,1,0,Diabetic,0,0,0,0
PNR01252,UA,1316,2024-01-25,5,3,Kosher,0,0,0,1
PNR01253,UA,1316,2024-01-25,3,2,Standard,0,0,0,0
PNR01254,UA,1317,2024-01-25,6,2,Halal,0,0,0,1
PNR01255,UA,1317,2024-01-25,2,1,Diabetic,0,0,0,0
PNR01256,UA,1317,2024-01-25,3,2,Standard,1,0,0,0
PNR01257,UA,1317,2024-01-25,3,4,Gluten-Free,0,0,0,0
PNR01258,UA,1318,2024-01-25,6,4,Vegan,0,0,0,0
PNR01259,UA,1318,2024-01-25,1,0,Gluten-Free,0,0,0,0
PNR01260,UA,1318,2024-01-25,2,3,Low-Sodium,0,0,0,0
PNR01261,UA,1318,2024-01-25,2,1,Diabetic,0,0,0,0
PNR01262,UA,1318,2024-01-25,2,0,Vegan,0,0,0,0
PNR01263,UA,1318,2024-01-25,2,2,Gluten-Free,0,0,0,0
PNR01264,UA,1319,2024-01-25,4,3,Diabetic,0,0,0,0
PNR01265,UA,1319,2024-01-25,6,4,Low-Sodium,0,0,0,1
PNR01266,UA,1319,2024-01-25,3,0,Standard,0,0,1,0
PNR01267,UA,1319,2024-01-25,3,1,Low-Sodium,0,0,0,0
PNR01268,UA,1319,2024-01-25,4,2,Vegan,0,0,0,0
PNR01269,UA,1319,2024-01-25,4,0,Low-Sodium,0,0,0,0
PNR01270,UA,1320,2024-01-25,4,2,Low-Sodium,0,0,0,0
PNR01271,UA,1320,2024-01-25,1,3,Gluten-Free,0,0,0,0
PNR01272,UA,1320,2024-01-25,5,1,Standard,1,0,0,0
PNR01273,UA,1320,2024-01-25,3,2,Vegetarian,0,0,0,0
PNR01274,UA,1330,2024-01-26,2,2,Low-Sodium,0,0,0,0
PNR01275,UA,1330,2024-01-26,4,3,Standard,1,0,0,1
PNR01276,UA,1330,2024-01-26,3,3,Vegan,0,0,0,0
PNR01277,UA,1330,2024-01-26,4,1,Kosher,0,1,0,0
PNR01278,UA,1330,2024-01-26,3,2,Kosher,0,0,0,0
PNR01279,UA,1330,2024-01-26,1,1,Vegan,0,0,0,0
PNR01280,UA,1330,2024-01-26,1,1,Vegan,0,0,0,0
PNR01281,UA,1331,2024-01-26,4,3,Standard,0,0,0,0
PNR01282,UA,1331,2024-01-26,6,0,Vegan,0,0,0,0
PNR01283,UA,1331,2024-01-26,4,1,Vegan,0,0,0,1
PNR01284,UA,1331,2024-01-26,1,2,Standard,0,0,0,0
PNR01285,UA,1331,2024-01-26,6,0,Vegan,0,0,0,0
PNR01286,UA,1331,2024-01-26,3,3,Vegan,0,0,0,0
PNR01287,UA,1331,2024-01-26,1,0,Low-Sodium,0,0,0,0
PNR01288,UA,1331,2024-01-26,4,0,Standard,0,0,0,0
PNR01289,UA,1332,2024-01-26,5,4,Vegan,0,0,0,0
PNR01290,UA,1332,2024-01-26,2,2,Vegetarian,0,0,0,0
PNR01291,UA,1332,2024-01-26,4,0,Vegan,0,0,0,0
PNR01292,UA,1333,2024-01-26,4,1,Vegetarian,0,0,1,0
PNR01293,UA,1333,2024-01-26,4,2,Halal,0,0,0,0
PNR01294,UA,1333,2024-01-26,6,1,Vegetarian,0,0,0,0
PNR01295,UA,1333,2024-01-26,6,4,Standard,0,0,0,0
PNR01296,UA,1333,2024-01-26,6,4,Diabetic,0,0,0,0
PNR01297,UA,1333,2024-01-26,2,3,Halal,0,0,0,0
PNR01298,UA,1334,2024-01-26,6,1,Standard,0,0,0,0
PNR01299,UA,1334,2024-01-26,4,1,Low-Sodium,0,0,0,0
PNR01300,UA,1334,2024-01-26,4,1,Kosher,0,0,0,0
PNR01301,UA,1334,2024-01-26,6,2,Standard,0,0,0,0
PNR01302,UA,1335,2024-01-26,6,3,Gluten-Free,0,0,0,0
PNR01303,UA,1335,2024-01-26,6,0,Halal,0,0,0,1
PNR01304,UA,1335,2024-01-26,3,1,Vegetarian,0,0,0,0
PNR01305,UA,1336,2024-01-26,5,4,Kosher,0,0,0,0
PNR01306,UA,1336,2024-01-26,4,1,Vegan,0,0,0,0
PNR01307,UA,1336,2024-01-26,1,4,Halal,0,0,0,0
PNR01308,UA,1336,2024-01-26,5,3,Vegetarian,0,0,0,0
PNR01309,UA,1336,2024-01-26,3,4,Vegetarian,0,0,0,0
PNR01310,UA,1336,2024-01-26,4,3,Vegan,0,0,0,1
PNR01311,UA,1336,2024-01-26,6,4,Standard,0,0,0,0
PNR01312,UA,1336,2024-01-26,5,3,Kosher,0,0,0,1
PNR01313,UA,1337,2024-01-26,6,3,Halal,0,0,0,1
PNR01314,UA,1337,2024-01-26,3,0,Standard,0,0,0,0
PNR01315,UA,1337,2024-01-26,1,2,Kosher,0,0,0,0
PNR01316,UA,1337,2024-01-26,3,4,Halal,1,0,0,0
PNR01317,UA,1337,2024-01-26,5,2,Vegetarian,0,0,0,0
PNR01318,UA,1337,2024-01-26,3,4,Standard,0,0,0,0
PNR01319,UA,1338,2024-01-26,3,0,Standard,0,0,0,0
PNR01320,UA,1338,2024-01-26,5,0,Kosher,0,0,0,1
PNR01321,UA,1338,2024-01-26,5,2,Gluten-Free,0,0,0,0
PNR01322,UA,1338,2024-01-26,4,3,Diabetic,0,0,0,0
PNR01323,UA,1338,2024-01-26,1,4,Kosher,0,0,0,0
PNR01324,UA,1338,2024-01-26,5,1,Kosher,0,0,0,0
PNR01325,UA,1338,2024-01-26,4,1,Gluten-Free,0,0,0,0
PNR01326,UA,1339,2024-01-26,2,4,Standard,0,0,0,0
PNR01327,UA,1339,2024-01-26,6,0,Kosher,0,0,0,0
PNR01328,UA,1339,2024-01-26,5,4,Halal,0,0,0,0
PNR01329,UA,1339,2024-01-26,1,1,Standard,0,0,0,0
PNR01330,UA,1339,2024-01-26,3,4,Diabetic,0,0,0,0
PNR01331,UA,1339,2024-01-26,4,4,Low-Sodium,0,0,0,0
PNR01332,UA,1339,2024-01-26,3,1,Diabetic,0,0,0,0
PNR01333,UA,1339,2024-01-26,6,3,Diabetic,0,0,0,0
PNR01334,UA,1340,2024-01-26,3,3,Diabetic,0,0,0,0
PNR01335,UA,1340,2024-01-26,3,2,Gluten-Free,0,1,0,0
PNR01336,UA,1340,2024-01-26,1,3,Vegetarian,0,0,0,0
PNR01337,UA,1340,2024-01-26,2,1,Halal,0,0,0,0
PNR01338,UA,1340,2024-01-26,1,2,Gluten-Free,0,0,0,0
PNR01339,UA,1340,2024-01-26,6,3,Gluten-Free,0,0,0,0
PNR01340,UA,1340,2024-01-26,4,1,Diabetic,0,0,0,0
PNR01341,UA,1341,2024-01-26,3,4,Standard,0,0,0,0
PNR01342,UA,1341,2024-01-26,5,4,Diabetic,0,0,0,1
PNR01343,UA,1341,2024-01-26,6,2,Vegan,1,0,0,0
PNR01344,UA,1341,2024-01-26,2,2,Diabetic,0,0,0,0
PNR01345,UA,1341,2024-01-26,5,4,Low-Sodium,0,0,0,0
PNR01346,UA,1341,2024-01-26,4,2,Halal,0,0,0,1
PNR01347,UA,1342,2024-01-26,3,1,Vegetarian,0,1,0,0
PNR01348,UA,1342,2024-01-26,5,0,Vegan,0,0,0,0
PNR01349,UA,1342,2024-01-26,5,0,Vegan,0,0,0,0
PNR01350,UA,1343,2024-01-26,2,0,Vegan,0,0,0,0
PNR01351,UA,1343,2024-01-26,5,1,Low-Sodium,0,1,0,1
PNR01352,UA,1343,2024-01-26,1,2,Vegetarian,0,0,0,0
PNR01353,UA,1343,2024-01-26,3,3,Halal,0,0,0,0
PNR01354,UA,1343,2024-01-26,2,0,Vegan,0,0,0,0
PNR01355,UA,1344,2024-01-26,2,1,Low-Sodium,1,0,1,0
PNR01356,UA,1344,2024-01-26,1,4,Vegan,0,0,0,0
PNR01357,UA,1344,2024-01-26,3,1,Gluten-Free,0,0,0,0
PNR01358,UA,1344,2024-01-26,5,0,Diabetic,0,0,0,0
PNR01359,UA,1344,2024-01-26,6,2,Gluten-Free,0,0,0,0
PNR01360,UA,1344,2024-01-26,5,1,Vegetarian,0,0,0,1
PNR01361,UA,1345,2024-01-26,4,0,Gluten-Free,0,0,0,1
PNR01362,UA,1345,2024-01-26,6,3,Vegan,0,0,0,0
PNR01363,UA,1345,2024-01-26,2,4,Vegetarian,0,0,0,0
PNR01364,UA,1345,2024-01-26,6,3,Kosher,0,0,0,1
PNR01365,UA,1345,2024-01-26,3,2,Standard,0,0,0,0
PNR01366,UA,1345,2024-01-26,1,4,Gluten-Free,0,0,0,0
PNR01367,UA,1345,2024-01-26,6,1,Low-Sodium,0,0,0,0
PNR01368,UA,1345,2024-01-26,6,1,Standard,1,0,0,0
PNR01369,UA,1346,2024-01-26,1,1,Diabetic,1,0,0,0
PNR01370,UA,1346,2024-01-26,4,3,Halal,0,0,0,0
PNR01371,UA,1346,2024-01-26,4,0,Gluten-Free,0,0,0,1
PNR01372,UA,1346,2024-01-26,4,3,Kosher,0,0,0,0
PNR01373,UA,1346,2024-01-26,4,2,Low-Sodium,0,0,0,0
PNR01374,UA,1346,2024-01-26,5,3,Halal,0,0,0,1
PNR01375,UA,1347,2024-01-26,3,4,Standard,0,0,0,0
PNR01376,UA,1347,2024-01-26,3,4,Halal,0,0,1,0
PNR01377,UA,1347,2024-01-26,5,1,Gluten-Free,0,0,0,0
PNR01378,UA,1347,2024-01-26,3,2,Vegetarian,0,0,0,0
PNR01379,UA,1347,2024-01-26,4,4,Halal,0,0,0,0
PNR01380,UA,1347,2024-01-26,3,2,Low-Sodium,0,0,0,0
PNR01381,UA,1348,2024-01-26,1,0,Halal,0,0,0,0
PNR01382,UA,1348,2024-01-26,3,1,Standard,0,0,0,0
PNR01383,UA,1348,2024-01-26,4,4,Vegan,0,0,0,0
PNR01384,UA,1349,2024-01-26,3,2,Halal,0,1,0,0
PNR01385,UA,1349,2024-01-26,3,2,Vegan,0,0,0,0
PNR01386,UA,1349,2024-01-26,2,2,Diabetic,0,0,0,0
PNR01387,UA,1349,2024-01-26,5,0,Vegetarian,0,0,0,0
PNR01388,UA,1349,2024-01-26,5,0,Vegetarian,0,0,0,1
PNR01389,UA,1349,2024-01-26,3,0,Low-Sodium,1,0,0,0
PNR01390,UA,1349,2024-01-26,3,1,Vegan,0,0,0,0
PNR01391,UA,1349,2024-01-26,5,3,Halal,0,0,0,0
PNR01392,UA,1360,2024-01-27,1,1,Kosher,0,1,0,0
PNR01393,UA,1360,2024-01-27,4,2,Vegetarian,0,0,0,0
PNR01394,UA,1360,2024-01-27,5,2,Gluten-Free,0,0,0,1
PNR01395,UA,1360,2024-01-27,1,4,Low-Sodium,0,0,0,0
PNR01396,UA,1360,2024-01-27,2,4,Gluten-Free,0,0,0,0
PNR01397,UA,1360,2024-01-27,5,2,Standard,0,0,0,1
PNR01398,UA,1360,2024-01-27,3,1,Vegetarian,0,0,0,0
PNR01399,UA,1361,2024-01-27,6,2,Gluten-Free,0,0,0,1
PNR01400,UA,1361,2024-01-27,6,1,Vegan,0,0,0,0
PNR01401,UA,1361,2024-01-27,5,4,Vegetarian,0,0,0,0
PNR01402,UA,1362,2024-01-27,3,3,Low-Sodium,0,0,0,0
PNR01403,UA,1362,2024-01-27,4,1,Kosher,0,1,0,1
PNR01404,UA,1362,2024-01-27,3,0,Low-Sodium,0,0,0,0
PNR01405,UA,1362,2024-01-27,3,0,Vegetarian,0,0,1,0
PNR01406,UA,1362,2024-01-27,1,3,Halal,0,0,0,0
PNR01407,UA,1362,2024-01-27,2,0,Gluten-Free,1,0,0,0
PNR01408,UA,1362,2024-01-27,2,3,Vegan,0,0,0,0
PNR01409,UA,1362,2024-01-27,4,0,Standard,0,0,0,0
PNR01410,UA,1363,2024-01-27,5,2,Vegan,0,0,0,0
PNR01411,UA,1363,2024-01-27,2,4,Vegan,0,0,0,0
PNR01412,UA,1363,2024-01-27,1,3,Kosher,0,0,0,0
PNR01413,UA,1363,2024-01-27,1,4,Gluten-Free,1,0,0,0
PNR01414,UA,1363,2024-01-27,4,2,Vegan,0,0,0,0
PNR01415,UA,1363,2024-01-27,1,2,Vegetarian,0,0,0,0
PNR01416,UA,1364,2024-01-27,2,1,Kosher,0,0,0,0
PNR01417,UA,1364,2024-01-27,6,0,Low-Sodium,0,0,0,0
PNR01418,UA,1364,2024-01-27,6,0,Halal,0,0,1,1
PNR01419,UA,1364,2024-01-27,1,1,Standard,1,0,0,0
PNR01420,UA,1364,2024-01-27,1,1,Diabetic,0,0,0,0
PNR01421,UA,1365,2024-01-27,3,3,Low-Sodium,0,0,0,0
PNR01422,UA,1365,2024-01-27,3,4,Standard,0,0,0,0
PNR01423,UA,1365,2024-01-27,1,4,Gluten-Free,0,0,0,0
PNR01424,UA,1365,2024-01-27,4,0,Standard,0,0,0,0
PNR01425,UA,1365,2024-01-27,1,3,Halal,0,0,0,0
PNR01426,UA,1365,2024-01-27,3,3,Gluten-Free,0,0,0,0
PNR01427,UA,1366,2024-01-27,3,4,Vegetarian,0,0,0,0
PNR01428,UA,1366,2024-01-27,2,4,Standard,0,0,0,0
PNR01429,UA,1366,2024-01-27,3,3,Gluten-Free,0,0,0,0
PNR01430,UA,1366,2024-01-27,5,3,Halal,0,0,0,1
PNR01431,UA,1367,2024-01-27,2,4,Diabetic,0,0,0,0
PNR01432,UA,1367,2024-01-27,5,0,Gluten-Free,0,0,0,0
PNR01433,UA,1367,2024-01-27,3,1,Halal,0,0,0,0
PNR01434,UA,1367,2024-01-27,5,4,Halal,0,0,0,0
PNR01435,UA,1368,2024-01-27,4,2,Low-Sodium,0,0,0,0
PNR01436,UA,1368,2024-01-27,2,1,Diabetic,0,0,0,0
PNR01437,UA,1368,2024-01-27,3,3,Halal,1,0,0,0
PNR01438,UA,1368,2024-01-27,5,2,Gluten-Free,0,0,0,1
PNR01439,UA,1368,2024-01-27,2,2,Gluten-Free,0,1,0,0
PNR01440,UA,1368,2024-01-27,4,2,Gluten-Free,0,0,0,0
PNR01441,UA,1368,2024-01-27,5,0,Halal,0,0,0,0
PNR01442,UA,1368,2024-01-27,1,2,Halal,0,0,0,0
PNR01443,UA,1369,2024-01-27,2,3,Vegan,0,0,0,0
PNR01444,UA,1369,2024-01-27,1,2,Gluten-Free,0,0,0,0
PNR01445,UA,1369,2024-01-27,6,1,Vegan,0,0,0,0
PNR01446,UA,1369,2024-01-27,3,4,Low-Sodium,0,0,0,0
PNR01447,UA,1369,2024-01-27,3,3,Diabetic,0,0,0,0
PNR01448,UA,1369,2024-01-27,2,4,Low-Sodium,0,0,0,0
PNR01449,UA,1369,2024-01-27,2,3,Kosher,0,0,0,0
PNR01450,UA,1369,2024-01-27,1,1,Diabetic,0,1,0,0
PNR01451,UA,1370,2024-01-27,6,2,Vegan,0,0,0,0
PNR01452,UA,1370,2024-01-27,2,4,Vegan,0,0,0,0
PNR01453,UA,1370,2024-01-27,1,1,Standard,0,0,0,0
PNR01454,UA,1370,2024-01-27,3,1,Gluten-Free,0,0,0,0
PNR01455,UA,1370,2024-01-27,2,2,Low-Sodium,0,0,0,0
PNR01456,UA,1370,2024-01-27,5,1,Halal,0,0,0,0
PNR01457,UA,1370,2024-01-27,1,2,Diabetic,0,0,0,0
PNR01458,UA,1370,2024-01-27,3,4,Gluten-Free,0,0,0,0
PNR01459,UA,1371,2024-01-27,6,0,Vegan,1,0,0,0
PNR01460,UA,1371,2024-01-27,1,3,Kosher,0,0,0,0
PNR01461,UA,1371,2024-01-27,1,1,Vegan,0,0,1,0
PNR01462,UA,1371,2024-01-27,6,4,Halal,0,0,0,1
PNR01463,UA,1371,2024-01-27,4,2,Diabetic,0,0,0,1
PNR01464,UA,1372,2024-01-27,1,2,Gluten-Free,0,0,0,0
PNR01465,UA,1372,2024-01-27,1,0,Vegan,0,0,0,0
PNR01466,UA,1372,2024-01-27,4,0,Vegetarian,0,0,0,0
PNR01467,UA,1372,2024-01-27,3,4,Kosher,0,0,0,0
PNR01468,UA,1372,2024-01-27,3,4,Vegetarian,0,0,0,0
PNR01469,UA,1372,2024-01-27,2,0,Kosher,0,0,0,0
PNR01470,UA,1373,2024-01-27,4,4,Low-Sodium,0,0,0,1
PNR01471,UA,1373,2024-01-27,3,2,Vegan,0,0,0,0
PNR01472,UA,1373,2024-01-27,1,1,Halal,0,0,0,0
PNR01473,UA,1373,2024-01-27,5,1,Standard,0,0,0,0
PNR01474,UA,1374,2024-01-27,5,0,Low-Sodium,0,0,0,1
PNR01475,UA,1374,2024-01-27,5,0,Halal,1,0,0,1
PNR01476,UA,1374,2024-01-27,6,0,Halal,0,0,0,0
PNR01477,UA,1374,2024-01-27,6,3,Gluten-Free,0,0,0,0
PNR01478,UA,1374,2024-01-27,2,3,Vegan,0,0,0,0
PNR01479,UA,1374,2024-01-27,3,2,Halal,0,0,0,0
PNR01480,UA,1374,2024-01-27,3,2,Vegetarian,0,0,0,0
PNR01481,UA,1375,2024-01-27,2,2,Halal,0,0,0,0
PNR01482,UA,1375,2024-01-27,3,1,Vegetarian,0,0,0,0
PNR01483,UA,1375,2024-01-27,5,1,Kosher,0,0,0,0
PNR01484,UA,1375,2024-01-27,3,0,Gluten-Free,0,0,0,0
PNR01485,UA,1376,2024-01-27,2,1,Diabetic,1,0,1,0
PNR01486,UA,1376,2024-01-27,2,2,Diabetic,0,0,0,0
PNR01487,UA,1376,2024-01-27,3,0,Gluten-Free,1,1,0,0
PNR01488,UA,1376,2024-01-27,4,1,Standard,1,0,0,0
PNR01489,UA,1376,2024-01-27,2,4,Vegan,0,0,0,0
PNR01490,UA,1376,2024-01-27,6,0,Vegetarian,0,0,0,1
PNR01491,UA,1377,2024-01-27,6,1,Halal,0,0,0,0
PNR01492,UA,1377,2024-01-27,5,3,Diabetic,0,0,0,0
PNR01493,UA,1377,2024-01-27,6,3,Gluten-Free,0,0,0,0
PNR01494,UA,1378,2024-01-27,4,0,Standard,0,1,0,1
PNR01495,UA,1378,2024-01-27,3,3,Vegan,0,0,0,0
PNR01496,UA,1378,2024-01-27,1,1,Vegan,0,0,0,0
PNR01497,UA,1379,2024-01-27,4,1,Vegetarian,0,0,0,0
PNR01498,UA,1379,2024-01-27,4,2,Vegetarian,0,0,0,0
PNR01499,UA,1379,2024-01-27,1,1,Vegetarian,0,0,0,0
PNR01500,UA,1379,2024-01-27,2,3,Gluten-Free,0,0,0,0
PNR01501,UA,1379,2024-01-27,6,0,Kosher,0,1,0,0
PNR01502,UA,1379,2024-01-27,3,0,Low-Sodium,0,0,0,0
PNR01503,UA,1379,2024-01-27,5,3,Kosher,0,0,0,0
PNR01504,UA,1379,2024-01-27,6,2,Vegetarian,0,0,0,0
PNR01505,UA,1380,2024-01-27,6,4,Halal,0,0,0,0
PNR01506,UA,1380,2024-01-27,4,3,Gluten-Free,0,0,0,1
